id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
,,10000,10000,10000, 60 months,12.98,227.43,B,B5,AML Compliance Officer,2 years,RENT,115000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,722xx,AR,11.14,0,Apr-1995,2,,,13,0,8408,12.9,36,w,9760.18,9760.18,444.04,444.04,239.82,204.22,0.0,0.0,0.0,Feb-2019,227.43,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,35349,2,1,1,3,5,26941,96,1,3,3810,38,65000,3,1,2,6,2719,23008,20.9,0,0,143,284,2,2,0,2,,0,,0,3,8,3,5,13,12,23,8,13,0,0,0,2,100,0,0,0,93000,35349,29100,28000,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,8000,8000,8000, 36 months,11.8,264.96,B,B4,Driver Operations Supervisor,1 year,MORTGAGE,85000,Source Verified,Dec-2018,Current,n,,,home_improvement,Home improvement,457xx,OH,16.46,1,Apr-1994,2,22,66,7,1,0,0.0,23,w,7625.58,7625.58,522.05,522.05,374.42,147.63,0.0,0.0,0.0,Feb-2019,264.96,Mar-2019,Feb-2019,0,22,1,Individual,,,,0,73,212793,1,2,1,3,10,59147,93,0,1,0,62,14400,2,0,9,5,30399,10000,0,0,0,189,296,16,3,1,29,,5,,1,0,0,1,5,11,4,11,0,7,0,0,1,2,95,0,1,0,240764,59147,10000,72364,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 60 months,10.72,216.04,B,B2,,< 1 year,MORTGAGE,50000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,374xx,TN,23.86,0,Jan-2008,0,,,12,0,13939,68.7,18,w,9745.45,9745.45,420.17,420.17,254.55,165.62,0.0,0.0,0.0,Feb-2019,216.04,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,161012,1,3,1,1,4,58597,103,0,1,6663,94,20300,2,2,3,2,13418,1611,88.5,0,0,99,131,24,4,1,40,,4,,0,4,5,5,5,9,8,8,5,12,0,0,0,1,100,80,0,0,172649,72536,14000,56804,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,2500,2500,2500, 36 months,15.02,86.69,C,C3,,n/a,OWN,40000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,381xx,TN,24.75,0,Oct-1987,0,,,10,0,11062,25.5,20,w,2388.51,2388.51,168.16,168.16,111.49,56.67,0.0,0.0,0.0,Feb-2019,86.69,Mar-2019,Feb-2019,0,,1,Joint App,120000,8.25,Not Verified,0,0,30075,0,3,1,3,9,19013,73,0,2,5450,43,43400,1,0,1,5,3008,27538,28.7,0,0,136,374,22,9,0,22,,9,,0,3,3,5,9,5,7,15,3,10,0,0,0,1,100,40,0,0,69325,30075,38600,25925,24500,Oct-1987,1,2,2,0,1,13,1,1,3,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25000,25000,25000, 60 months,15.02,595.02,C,C3,,< 1 year,MORTGAGE,300000,Not Verified,Dec-2018,Current,n,,,other,Other,600xx,IL,23.9,0,Jun-2002,0,,,9,0,235179,40.7,21,w,24432.26,24432.26,1158.75,1158.75,567.74,591.01,0.0,0.0,0.0,Feb-2019,595.02,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,1205322,2,3,2,4,6,139934,53,0,2,15240,47,287400,1,3,5,7,133925,17160,47,0,0,118,198,18,6,3,18,,6,,0,1,2,2,2,8,4,8,2,9,0,0,0,3,100,0,0,0,1548065,424676,32400,164565,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000, 60 months,11.31,394.16,B,B3,Special Education Teacher,1 year,MORTGAGE,112000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,622xx,IL,10.29,0,May-1996,0,27,,8,0,16893,81.6,20,w,17548.86,17548.86,760.04,760.04,451.14,308.90,0.0,0.0,0.0,Feb-2019,394.16,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,273402,0,3,1,1,8,53915,109,0,4,13333,101,20700,1,0,2,6,34175,3807,81.6,0,0,161,271,16,8,1,16,,1,,0,4,4,4,5,11,4,8,4,8,0,0,0,1,95,50,0,0,277339,70808,20700,49461,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,25000,25000,25000, 60 months,12.98,568.58,B,B5,Litigation assistant,3 years,MORTGAGE,120000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,652xx,MO,12.81,1,Sep-2008,2,13,,14,0,26849,47.7,32,w,24400.45,24400.45,1092.09,1092.09,599.55,492.54,0.0,0.0,0.0,Feb-2019,568.58,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,185086,3,5,0,1,24,63641,46,2,4,6448,47,56300,0,2,3,6,13220,29451,47.7,0,0,123,114,4,4,2,4,13,3,13,0,8,8,8,11,18,8,12,8,14,0,0,0,3,96.9,37.5,0,0,237784,90490,56300,85484,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,10000,10000,10000, 36 months,15.02,346.76,C,C3,,n/a,MORTGAGE,23580,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,264xx,WV,83.61,0,Oct-1997,1,33,55,6,1,4524,74.2,48,w,9554.04,9554.04,672.66,672.66,445.96,226.70,0.0,0.0,0.0,Feb-2019,346.76,Mar-2019,Feb-2019,0,33,1,Joint App,79440,26.42,Source Verified,0,0,52633,2,3,3,5,3,48109,47,1,1,2520,54,6100,5,0,8,6,8772,876,83.8,0,0,144,254,8,3,1,8,,3,,1,2,2,2,5,36,3,11,2,6,0,0,0,4,91.9,100,1,0,64332,52633,5400,58232,12930,Oct-1997,1,1,9,65.9,3,16,0,0,33,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 60 months,11.8,265.73,B,B4,sales / marketing,3 years,MORTGAGE,110000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,564xx,MN,7.39,0,Oct-2003,1,,,9,0,2450,12.7,17,w,11852.26,11852.26,293.27,293.27,147.74,145.53,0.0,0.0,0.0,Feb-2019,305.07,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,20159,1,4,1,3,4,17709,79,0,0,1058,48,19300,3,0,1,3,2240,10450,15,0,0,76,182,25,4,0,65,,4,,0,2,3,3,6,9,5,8,3,9,0,0,0,1,100,0,0,0,41711,20159,12300,22411,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000, 60 months,14.47,423.23,C,C2,Logistics manager ,8 years,OWN,75000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,281xx,NC,7,1,Mar-2005,0,11,,4,0,7819,69.8,17,w,17585.15,17585.15,810.28,810.28,414.85,395.43,0.0,0.0,0.0,Feb-2019,423.23,Mar-2019,Feb-2019,0,46,1,Individual,,,,0,0,12286,0,1,1,1,11,4467,86,0,0,1781,75,11200,1,1,3,1,3072,2419,42.4,0,0,165,162,77,11,2,77,,5,,1,1,2,1,2,9,3,6,2,4,0,0,0,1,94.1,0,0,0,16400,12286,4200,5200,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,11250,11250,11250, 36 months,12.98,378.95,B,B5,Math Specialist ,10+ years,RENT,59000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,853xx,AR,8.81,0,Aug-2004,1,43,,8,0,8460,51.3,14,w,10732.69,10732.69,737.62,737.62,517.31,220.31,0.0,0.0,0.0,Feb-2019,378.95,Mar-2019,Feb-2019,0,43,1,Individual,,,,0,0,12128,1,2,0,0,87,3668,65,1,2,4699,55,16500,1,0,4,2,1733,6820,50.6,0,0,172,102,5,5,0,5,43,0,43,4,2,4,3,4,5,5,9,4,8,0,0,0,1,71.4,33.3,0,0,22142,12128,13800,5642,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,15000,15000,15000, 60 months,8.81,310,A,A5,Assistant Principal,10+ years,MORTGAGE,63000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,323xx,FL,28.84,0,Apr-1994,0,72,,21,0,30563,32.8,39,f,14800.12,14800.12,302.67,302.67,199.88,102.79,0.0,0.0,0.0,Feb-2019,313.68,Mar-2019,Feb-2019,0,74,1,Individual,,,,0,0,91021,1,8,0,1,15,60458,94,2,2,11629,58,93300,2,0,2,3,4334,58737,34.2,0,0,101,296,5,5,2,5,72,7,72,1,10,10,12,21,9,13,27,10,21,0,0,0,2,92.3,33.3,0,0,157872,91021,89300,64572,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,25000,25000,25000, 36 months,8.81,792.79,A,A5,Tax Examiner ,10+ years,MORTGAGE,64000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,117xx,NY,15.71,0,Oct-2006,0,39,,8,0,6296,25.1,10,w,23777.03,23777.03,1554.99,1554.99,1222.97,332.02,0.0,0.0,0.0,Feb-2019,792.79,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,165071,1,1,2,2,8,15531,86,1,1,4411,51,25100,3,0,3,3,20634,4089,51.9,0,0,8,146,6,6,1,146,,8,39,1,1,4,1,1,2,6,7,4,8,0,0,0,3,70,0,0,0,191100,21827,8500,18000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,25000,25000,25000, 60 months,11.8,553.59,B,B4,,n/a,RENT,20766,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,088xx,NJ,127.32,0,Dec-1996,1,,,16,0,14627,30.6,26,w,24692.24,24692.24,578.18,578.18,307.76,270.42,0.0,0.0,0.0,Feb-2019,619.15,Mar-2019,Feb-2019,0,,1,Joint App,113266,28.73,Verified,0,0,60984,1,3,1,2,8,42270,56,2,2,4391,47,47800,2,0,1,4,3812,27211,34.9,0,0,264,140,1,1,0,7,,6,,0,10,11,10,11,8,12,17,11,16,0,0,0,3,100,10,0,0,128814,60984,41800,75095,73350,Apr-2007,0,0,15,54.9,2,15,0,0,10,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,40000,40000,40000, 60 months,10.33,856.4,B,B1,Director of Internal Audit,10+ years,MORTGAGE,120000,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,276xx,NC,20.03,0,Mar-1990,0,,,16,0,53217,74.6,46,w,39487.93,39487.93,879.36,879.36,512.07,367.29,0.0,0.0,0.0,Feb-2019,913.79,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,698056,1,2,1,1,8,225954,,0,2,14335,75,71300,3,2,6,4,43629,14283,78.8,0,0,157,345,23,6,7,24,,7,,0,8,8,9,14,20,11,19,8,16,0,0,0,2,100,44.4,0,0,704810,279171,67500,202485,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,10000,10000,10000, 60 months,11.31,218.98,B,B3,NFIT,8 years,MORTGAGE,50000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,808xx,CO,10.44,0,Oct-2007,0,58,,7,0,10387,58.4,18,w,9749.36,9749.36,428.54,428.54,250.64,177.90,0.0,0.0,0.0,Feb-2019,218.98,Mar-2019,Feb-2019,0,58,1,Individual,,,,0,0,265770,0,1,0,1,17,7101,76,1,5,4539,64,17800,0,4,0,7,37967,7413,58.4,0,0,100,134,12,12,1,12,,,58,1,3,3,5,8,6,5,11,3,7,0,0,0,1,83.3,60,0,0,282147,17488,17800,9363,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,16000,16000,16000, 36 months,7.56,498.15,A,A3,HR/EHS Manager,7 years,MORTGAGE,69000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,161xx,PA,21.76,1,Oct-2004,1,12,91,12,1,13082,56.1,18,w,15202.80,15202.80,986.22,986.22,797.20,189.02,0.0,0.0,0.0,Feb-2019,498.15,Mar-2019,Feb-2019,0,,1,Individual,,,,0,144,78236,0,3,1,1,10,65154,103,0,2,7418,91,23300,0,3,3,3,6520,5570,68.7,0,0,170,159,21,10,0,32,,0,12,0,3,6,4,4,8,9,10,6,12,0,0,0,1,88.9,50,1,0,86433,78236,17800,63133,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,40000,40000,40000, 60 months,18.94,1036.31,D,D2,Motorcycle Technician,< 1 year,RENT,38000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,275xx,NC,61.52,0,Oct-1990,0,,,5,0,26731,93.5,18,w,39183.65,39183.65,1967.4,1967.40,816.35,1151.05,0.0,0.0,0.0,Feb-2019,1036.31,Mar-2019,Feb-2019,0,,1,Joint App,136000,33.41,,0,0,76243,0,1,0,1,15,20925,82,0,1,5713,88,28600,1,1,0,2,15249,287,95.2,0,0,164,141,14,14,4,14,,17,,0,1,3,1,1,8,3,5,3,5,0,0,0,0,100,100,0,0,89895,76243,6000,25384,102376,Oct-1990,0,4,9,84.2,2,9,0,0,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,18000,18000,18000, 60 months,11.8,398.59,B,B4,Tool and die maker ,3 years,MORTGAGE,80000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,481xx,MI,21.83,0,Jan-2012,0,29,,14,0,13620,30.4,21,w,17554.64,17554.64,779.48,779.48,445.36,334.12,0.0,0.0,0.0,Feb-2019,398.59,Mar-2019,Feb-2019,0,29,1,Individual,,,,0,0,173729,1,3,2,4,8,63685,75,0,3,2295,42,44800,3,5,5,8,12409,24634,15.3,0,0,49,83,16,5,3,16,,8,,1,3,7,3,4,7,9,11,7,14,0,0,0,3,95.2,0,0,0,215518,77305,29100,71528,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,4000,4000,4000, 36 months,27.27,163.89,E,E5,,n/a,RENT,20000,Source Verified,Dec-2018,Current,n,,,house,Home buying,150xx,PA,4.86,0,Feb-2015,1,,,2,0,555,18.5,4,w,3657.31,3657.31,502.63,502.63,342.69,159.94,0.0,0.0,0.0,Feb-2019,163.89,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,555,0,0,0,0,,0,,0,1,555,19,3000,1,0,3,1,278,945,37,0,0,,46,13,13,0,13,,0,,0,1,1,1,2,0,2,4,1,2,0,0,0,0,100,0,0,0,3000,555,1500,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,16000,16000,16000, 60 months,11.8,354.3,B,B4,Latent Examiner,5 years,MORTGAGE,111000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,945xx,CA,18.93,0,Aug-2012,0,,117,10,1,22121,61.6,12,w,15803.03,15803.03,391.02,391.02,196.97,194.05,0.0,0.0,0.0,Feb-2019,406.75,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,353479,1,3,1,3,7,31804,75,1,2,6645,69,35900,1,2,0,5,35348,12660,61.3,0,0,71,76,4,4,1,22,,20,,0,4,6,4,4,5,6,6,6,10,0,0,0,2,100,0,1,0,390556,53925,32700,42656,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12800,12800,12800, 60 months,12.98,291.11,B,B5,maint.,10+ years,OWN,57000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,044xx,ME,34.44,0,Oct-2000,1,,,18,0,12435,14.5,34,w,12493.04,12493.04,559.14,559.14,306.96,252.18,0.0,0.0,0.0,Feb-2019,291.11,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,62585,2,5,4,5,5,50150,77,1,4,3704,42,85500,2,9,3,9,3477,54923,14.7,0,0,127,125,5,5,0,5,,6,,0,7,10,8,9,17,13,16,10,18,0,0,0,5,100,0,0,0,150833,62585,64400,65333,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,12000,12000,12000, 36 months,8.19,377.09,A,A4,Machinist,7 years,RENT,89000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,657xx,MO,17.76,0,Dec-2007,0,,,8,0,8912,52.4,16,w,11407.61,11407.61,740.53,740.53,592.39,148.14,0.0,0.0,0.0,Feb-2019,377.09,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,34061,0,4,0,1,22,25149,42,0,0,3051,46,17000,1,0,0,1,4258,8088,52.4,0,0,118,132,50,22,0,50,,16,,2,4,4,4,5,8,4,7,4,8,0,0,0,0,87.5,25,0,0,75855,34061,17000,58855,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,7800,7800,7800, 36 months,11.8,258.33,B,B4,RN,10+ years,MORTGAGE,65000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,852xx,AZ,20.49,0,Jun-2002,1,40,,9,0,6447,26.9,22,w,7618.37,7618.37,255.78,255.78,181.63,74.15,0.0,0.0,0.0,Feb-2019,268.56,Mar-2019,Feb-2019,0,40,1,Individual,,,,0,0,298395,2,3,1,2,6,44429,66,1,2,3997,46,24000,2,0,1,4,33155,5003,44.4,0,0,159,198,3,3,2,3,70,6,70,1,1,3,2,6,8,5,12,3,9,0,0,0,2,81.8,50,0,0,357311,50876,9000,61345,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,20000,20000,20000, 36 months,15.02,693.51,C,C3,operations manager,10+ years,MORTGAGE,84000,Source Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,183xx,PA,29.61,0,Sep-2004,1,61,,19,0,27315,32.2,27,f,19108.09,19108.09,1295.24,1295.24,891.91,403.33,0.0,0.0,0.0,Feb-2019,693.51,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,290960,2,3,2,5,7,48142,76,6,11,10621,43,84700,4,0,5,16,17115,34200,41.9,0,0,137,149,2,2,1,2,,2,,1,8,12,10,10,8,15,18,12,19,0,0,0,8,92.6,25,0,0,367809,75457,58900,63659,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000, 36 months,6.46,551.36,A,A1,Staff Sergeant ,10+ years,RENT,63659.88,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,809xx,CO,20.1,0,Oct-1991,0,,,7,0,6745,9.3,18,w,17088.63,17088.63,1093.03,1093.03,911.37,181.66,0.0,0.0,0.0,Feb-2019,551.36,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,31657,2,2,2,2,3,24912,70,0,1,2939,29,72200,0,6,2,3,5276,38561,7.1,0,0,113,326,21,3,2,21,,4,,0,1,3,2,3,10,5,6,3,7,0,0,0,2,100,0,0,0,107574,31657,41500,35374,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,27000,27000,27000, 60 months,22.35,751.1,D,D5,Sales Representative,10+ years,MORTGAGE,53000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,164xx,PA,30.59,0,Oct-2008,0,,,9,0,18597,74.7,12,w,26194.39,26194.39,1718.39,1718.39,805.61,912.78,0.0,0.0,0.0,Feb-2019,751.1,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,44122,2,3,0,0,33,25525,43,2,2,0,52,24900,0,5,0,2,4902,2700,0,0,0,122,67,3,3,0,5,,17,,0,0,4,1,1,5,6,7,4,9,0,0,0,2,100,0,0,0,84794,44122,2700,59894,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4000,4000,4000, 36 months,19.92,148.5,D,D3,Gastroenterology Technician,6 years,RENT,30000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,535xx,WI,38.88,0,Sep-2010,1,46,,18,0,6381,33.8,48,w,3834.44,3834.44,285.93,285.93,165.56,120.37,0.0,0.0,0.0,Feb-2019,148.5,Mar-2019,Feb-2019,0,46,1,Individual,,,,0,0,51494,1,3,1,1,7,45113,25,4,12,1454,30,18900,0,1,11,13,2861,1344,75.1,0,0,99,86,1,1,0,1,48,2,46,1,5,9,6,8,13,15,35,9,18,0,0,0,5,76.1,66.7,0,0,77915,51494,5400,59015,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,18000,18000,18000, 60 months,18.94,466.34,D,D2,OFFICE MANAGER,10+ years,MORTGAGE,100000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,074xx,NJ,19.79,0,Nov-2002,0,73,77,14,1,8829,26.7,23,w,17632.64,17632.64,885.33,885.33,367.36,517.97,0.0,0.0,0.0,Feb-2019,466.34,Mar-2019,Feb-2019,0,73,1,Individual,,,,0,0,86659,3,2,1,3,2,77830,,4,9,3970,27,33100,16,2,8,12,6190,4387,63.4,0,0,146,193,1,1,0,1,77,2,75,3,2,5,3,4,7,12,16,5,14,0,0,0,5,90.9,66.7,1,0,118222,86659,12000,85122,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,10000,10000,10000, 36 months,6.46,306.31,A,A1,Utility mechanic ,1 year,MORTGAGE,85000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,363xx,AL,12.86,1,Sep-2004,1,23,,14,0,15302,28.2,29,w,9493.69,9493.69,607.24,607.24,506.31,100.93,0.0,0.0,0.0,Feb-2019,306.31,Mar-2019,Feb-2019,0,35,1,Individual,,,,0,0,115785,1,1,0,1,13,10632,71,2,2,5089,39,54200,2,0,2,4,8907,27738,33,0,0,171,143,10,3,2,11,,1,,1,6,8,8,12,7,11,19,8,14,0,0,0,3,96.6,0,0,0,171927,27404,41400,15000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,4000,4000,4000, 36 months,23.4,155.68,E,E1,Marketing Administrator,1 year,RENT,31000,Source Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,928xx,CA,22.42,0,May-2015,2,,,8,0,3733,22.8,11,f,3843.13,3843.13,303.56,303.56,156.87,146.69,0.0,0.0,0.0,Feb-2019,155.68,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,16252,2,2,1,1,6,12519,61,1,5,3242,44,16400,3,0,3,6,2032,7667,32.7,0,0,33,43,1,1,0,1,,1,,0,3,3,4,4,2,6,9,3,8,0,0,0,2,100,25,0,0,37005,16252,11400,20605,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,40000,40000,40000, 60 months,12.98,909.72,B,B5,,n/a,MORTGAGE,75000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,325xx,FL,14.72,0,May-1984,0,70,,6,0,30307,68.4,26,w,39040.73,39040.73,1776.17,1776.17,959.27,816.90,0.0,0.0,0.0,Feb-2019,909.72,Mar-2019,Feb-2019,0,70,1,Individual,,,,0,0,310349,1,1,2,3,7,9195,46,2,2,11719,61,44300,2,2,3,5,51725,3560,77.5,0,0,136,415,1,1,1,172,70,7,70,7,2,3,2,10,7,4,18,3,6,0,0,0,4,69.2,50,0,0,350217,39502,15800,20000,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
,,35000,35000,35000, 60 months,14.47,822.95,C,C2,Finance Mgr,10+ years,MORTGAGE,125000,Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,481xx,MI,35.97,0,Oct-1998,0,32,,27,0,87015,92.5,43,w,34193.35,34193.35,1575.56,1575.56,806.65,768.91,0.0,0.0,0.0,Feb-2019,822.95,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,250545,0,3,0,0,41,40585,40,0,0,8145,82,94100,1,3,1,0,9279,866,98.1,0,0,242,137,41,41,3,42,,10,,0,14,22,14,17,10,23,30,22,27,0,0,0,0,97.7,100,0,0,337520,127600,44700,110120,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,18000,18000,18000, 36 months,7.02,555.96,A,A2,Supervisor ,4 years,RENT,53000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,980xx,WA,25.48,0,May-2015,1,,,16,0,12355,22.4,18,w,17096.04,17096.04,1101.39,1101.39,903.96,197.43,0.0,0.0,0.0,Feb-2019,555.96,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,33150,1,3,0,3,17,20795,66,2,3,2942,38,55100,1,2,1,6,2072,21881,24.5,0,0,34,43,2,2,0,2,,2,,0,4,8,4,4,4,13,14,8,16,0,0,0,2,100,0,0,0,86646,33150,29000,31546,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
,,10000,10000,10000, 36 months,6.46,306.31,A,A1,Quality Control Operator,6 years,OWN,54000,Not Verified,Dec-2018,Current,n,,,credit_card,Credit card refinancing,431xx,OH,5.89,0,Sep-2001,1,,110,5,1,10126,35.7,7,w,9493.69,9493.69,607.24,607.24,506.31,100.93,0.0,0.0,0.0,Feb-2019,306.31,Mar-2019,Feb-2019,0,,1,Individual,,,,0,0,10126,0,0,0,0,,0,,1,1,7476,36,28400,0,0,1,1,2025,16774,37.6,0,0,,207,10,10,0,33,,4,,0,3,3,3,5,0,5,7,3,5,0,0,0,1,100,33.3,1,0,28400,10126,26900,0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
